square_id,model,MAE,RMSE,MAPE_%,sMAPE_%,R2,n,mape_excluded_%
5161,Naive-daily,338.59371733287026,619.0400403355861,25.93976947394088,22.828101669139965,0.7934483880597826,1008,0.0
5161,Naive-weekly,300.7502355499873,432.9547452470944,28.968925283667758,24.11924045117377,0.8989640067764779,1008,0.0
5059,Naive-daily,171.73573775518508,245.87017559786167,18.01854238394147,16.620998204311753,0.9313246293883314,1008,0.0
5059,Naive-weekly,259.95001953367205,361.1203766321237,25.731423483016226,21.753537198099693,0.8518528509286927,1008,0.0
5259,Naive-daily,470.32052138495067,861.6205808165246,71.62103016969029,42.612690021997544,0.40934198091916063,1008,0.0
5259,Naive-weekly,210.24099763234457,289.4954658917633,28.56316290911205,22.088874094410894,0.9333212409305691,1008,0.0
