epoch,train_loss,val_loss
1,0.0914909458375192,0.011921166309288569
2,0.026069163017579028,0.009704378995275686
3,0.024174330716913526,0.00922665021397055
4,0.02224267401953449,0.008633929548696392
5,0.022076220220855407,0.009213824069038742
6,0.02102753874641639,0.008793655361625411
7,0.020924993234129996,0.00844879054449617
8,0.02093862110676171,0.009553615432528277
9,0.020004215798488965,0.008519500494003296
10,0.019739765360638185,0.008696664649520128
11,0.02010290400759952,0.008258320199000456
12,0.019544372804932767,0.008099946769930068
13,0.019589230116154696,0.008246438237764532
14,0.019303014071227552,0.009024854793789842
15,0.019213610723077715,0.008253541058077225
16,0.019140807486645452,0.007753424782542482
17,0.01890564101325857,0.009608592845440384
18,0.018973969756527705,0.007721405794164018
19,0.01854768947505199,0.007787459278627048
20,0.01826921366043277,0.007902707239346845
21,0.01844523256426459,0.009323034509425126
22,0.018040727012911,0.007587880324867982
23,0.018212422144014737,0.007833525050608884
24,0.01835347276863393,0.00805734930234769
25,0.017963138722196535,0.008921278389318594
26,0.018205295006434124,0.007819333749394568
27,0.01757658760457694,0.007836319580082856
28,0.017526021414623782,0.00795559829751414
29,0.017354673048755428,0.00816028712258216
30,0.01770305476646434,0.008068747559769286
