epoch,train_loss,val_loss
1,0.3017462851093696,0.0394495554150097
2,0.038101511685787376,0.021993108271133332
3,0.034325478704752506,0.02149968192217842
4,0.03266250070844506,0.019286522833955665
5,0.0321536444396049,0.019205614628772887
6,0.030393397262146522,0.017621336297856435
7,0.029532044286931958,0.016149444239480153
8,0.02861211459535557,0.016500408716854594
9,0.028472803292555495,0.01882010806233637
10,0.028486497045771497,0.015360427295996083
11,0.02760929633323495,0.015709136317055377
12,0.026868123270280368,0.014366715732547972
13,0.027526804343895154,0.015481020974379683
14,0.026184826686575607,0.014358901714403478
15,0.02651353573074212,0.01585010075498195
16,0.02683590543833939,0.015956617566564725
17,0.025845520142409893,0.015216460554964013
18,0.025800850784948638,0.015680693607363436
19,0.025107634871884867,0.014201851132961492
20,0.024846155834090604,0.015150386071394361
21,0.024702572965765144,0.013808996076621706
22,0.024915176748602955,0.014520821102436573
23,0.024667754931537597,0.014692374490319736
24,0.02503121389193578,0.01476376313006594
25,0.024944842141401302,0.013763788769701643
26,0.02455447087282533,0.01395818746338288
27,0.024816949435093022,0.01413190531884394
28,0.02432172396989377,0.014838042846393017
29,0.024756233714095823,0.013598647545136157
30,0.024416990013228165,0.013737591693089121
31,0.02452871195591606,0.015668237966204448
32,0.024707507789582462,0.014223669049522233
33,0.024435637317396498,0.014169019750422902
34,0.024051693293291168,0.014507543443450852
35,0.02382775618171728,0.014182824153630506
36,0.023926469287625304,0.014700421472153967
37,0.024047961452970276,0.014517648352517022
