epoch,train_loss,val_loss
1,0.11815457693762607,0.014594915130781748
2,0.0276681408733577,0.010373068884724663
3,0.024414247819208527,0.009910192104086044
4,0.023468211925289296,0.009740867637216098
5,0.022222159380042874,0.009598078812280345
6,0.02167378600921717,0.009114136623721274
7,0.02095417474751716,0.009446165140067775
8,0.02052722289017192,0.008856630618018764
9,0.020435892392296692,0.00892969531317552
10,0.019730790946129208,0.008792551367410592
11,0.019678093990808852,0.009117920247335282
12,0.01930015512907111,0.009504043127572725
13,0.019267190393205878,0.00869063214058914
14,0.019044816712135666,0.008462369589815064
15,0.01860115258722334,0.00915070856729197
16,0.018655612538974208,0.009874584567215707
17,0.018625312473613757,0.00891458937927844
18,0.01821843145957759,0.008310957560463557
19,0.01834738228816886,0.009366653002207242
20,0.018032218298844032,0.008721167665152322
21,0.017906453334600538,0.00882330567886432
22,0.017721485816412145,0.008532527390690077
23,0.017418531046525854,0.008129047762070383
24,0.017106283531599754,0.00836705793404863
25,0.017118150882937527,0.008339156633213399
26,0.01725604731656678,0.008157915524428799
27,0.017243460687744367,0.008117108531887568
28,0.017007650740377536,0.008408165108116846
29,0.01737466848849713,0.008308668473055439
30,0.016809441585530032,0.008455271300460612
31,0.016630243431698454,0.00813761150967034
32,0.016543616233085905,0.008163338054030661
33,0.01666301815538435,0.008136824882101445
34,0.01668765760577835,0.008092574523909697
35,0.01656186269098395,0.008242897925868867
36,0.016316613601940172,0.00844702303468708
37,0.016588189440580818,0.008257340521566452
38,0.016414989460002374,0.00798403714147825
39,0.016633763652037573,0.008263890853240377
40,0.016374508209817402,0.007963770660497839
41,0.01648193948507846,0.008317277382408816
42,0.016538293405740825,0.008303059013708243
43,0.016492376512324845,0.008301138848302856
44,0.016394412715558533,0.007975885408028724
45,0.016112380291897436,0.008057620154605025
46,0.01614692502629918,0.007991002369967718
47,0.016086888010124187,0.008085440903429001
48,0.016068038712437446,0.008252991171228507
