epoch,train_loss,val_loss
1,0.29584739488121625,0.03305165824436006
2,0.03338046201893517,0.015610576429892154
3,0.0290048325115496,0.013056425614252923
4,0.027513798013016268,0.012599098422224559
5,0.026009918545727973,0.01427837320795608
6,0.025143182324665087,0.013216971538014828
7,0.024482075348720177,0.01157440265847577
8,0.023396825132606266,0.00988150912795275
9,0.023095495982078818,0.012254960095835111
10,0.02235193040456858,0.009266739378550224
11,0.021944311864159488,0.00996759972934212
12,0.02222113212844631,0.009872251478511663
13,0.0213650341338671,0.01245507655576581
14,0.021531675603833643,0.009364238614955592
15,0.021557504747499217,0.008876081992177263
16,0.020875282199667382,0.008869673288057722
17,0.020849629593369837,0.010184171816541089
18,0.02066707033831794,0.00985622237480822
19,0.02102943566871119,0.008946495034569313
20,0.0206847245561647,0.010155879685448276
21,0.020491735953781696,0.008570327076114832
22,0.02033877201300036,0.008711796446097276
23,0.020170582984168607,0.008351502467005972
24,0.020099114447653114,0.008456924568033881
25,0.020204066743587587,0.008418492876761963
26,0.02040487724180157,0.00915937658606304
27,0.020227009726984723,0.009198379872869405
28,0.019877003399548947,0.008402915553204597
29,0.01986944853879131,0.008488318757227963
30,0.01992574548376752,0.008485135104921129
31,0.019897105809938802,0.00864688413483756
